Label,Furniture_Type,Image_File
à¶à¶»à·âà¶ºà·à¶½à·à¶º à¶à¶´à¶à¶»à¶± ,Other,1634027545031.jpg
sofa set ,Sofa / living room item,1634027545436.jpg
teak triple door wooden wardrobe ,Bed / bedroom item,1634027545633.jpg
table jack wood ,Table / chair,1634027545802.jpg
teak wood dinning set with glass top ,Table / chair,1634027546137.jpg
teak towel stand ,Bed / bedroom item,1634027546476.jpg
cashier table ,Table / chair,1634027546768.jpg
6x4 ft steel cupboard ,Bed / bedroom item,1634027547107.jpg
teak wooden sofa with cushion ,Sofa / living room item,1634027547522.jpg
box bed with mattress ,Bed / bedroom item,1634027547910.jpg
melamine 2d 6x3 ft personal cupboard ,Storage,1634027548256.jpg
actonia bed with dl mattress ,Bed / bedroom item,1634027548688.jpg
king size box bed and spring mattress 6x6 ft ,Bed / bedroom item,1634027549058.jpg
6x5 ft 72x60 dl mattress ,Bed / bedroom item,1634027549412.jpg
piyestra dl 6x5 mattress ,Bed / bedroom item,1634027549875.jpg
sofa set ,Sofa / living room item,1634027550260.jpg
teak bed 6x5 ,Bed / bedroom item,1634027550699.jpg
t v rack ,TV / stereo,1634027551047.jpg
teak dresssig table ,Bed / bedroom item,1634027576327.jpg
key box gf kbn 72 ,Other,1634027576757.jpg
dinning table with 6 chairs gf b113 ,Table / chair,1634027577042.jpg
steel wardrobe gf mt 13x-2 ,Storage,1634027577381.jpg
wooden display cupboard gf cb 212m ,Storage,1634027577697.jpg
modern 4x3 t/r wooden tabel ,Table / chair,1634027578082.jpg
modern teak design bunk beds ,Bed / bedroom item,1634027578583.jpg
branded 6x4 classic steel almare ,Bed / bedroom item,1634027578777.jpg
wooden table ,Table / chair,1634027579263.jpg
ready-made new 4pcs pantry set ,Storage,1634027579617.jpg
computer table ,Table / chair,1634027580052.jpg
arpico 7â flexifoam spring mattress ,Bed / bedroom item,1634027580460.jpg
cupboard ,Storage,1634027580735.jpg
bar chair imported !!! ,Table / chair,1634027581430.jpg
steel bed (single bed) size 4 x 6 feet ,Bed / bedroom item,1634027582174.jpg
bar chair imported !!! ,Table / chair,1634027582911.jpg
bar chair imported !!! ,Table / chair,1634027583159.jpg
table ,Table / chair,1634027583375.jpg
furtinure bed ,Bed / bedroom item,1634027584093.jpg
cough coat sofa cover double ,Sofa / living room item,1634027584364.jpg
cough coat sofa cover single ,Sofa / living room item,1634027584833.jpg
6x4 melamine almari 2d ,Storage,1634027585397.jpg
no1 hq teak dressing table ,Storage,1634027585683.jpg
table and chair ,Table / chair,1634027586100.jpg
6x6 72x72 queen size box bed with spring mattress ,Bed / bedroom item,1634027586354.jpg
teak arch bed 6x5ft ,Bed / bedroom item,1634027617382.jpg
box bed teak ,Bed / bedroom item,1634027617880.jpg
steel office cupboards ,Storage,1634027618466.jpg
box bed 72x60 ,Bed / bedroom item,1634027618857.jpg
actonia 6x4 ft 72x48 double bed ,Bed / bedroom item,1634027619396.jpg
box bed 6x5 ft 72x60 ,Bed / bedroom item,1634027619762.jpg
box bed with mattress ,Bed / bedroom item,1634027620112.jpg
teak box bed with spring mattress ,Bed / bedroom item,1634027620403.jpg
book cupboard ,Storage,1634027620701.jpg
no1 hq half steel cupboards code 1535 ,Storage,1634027620979.jpg
cool mattress piyestra 6x4 ft ,Bed / bedroom item,1634027621324.jpg
steel cupboards 6x4 ft ,Bed / bedroom item,1634027621680.jpg
steel cupboards ,TV / stereo,1634027622081.jpg
steel almari code 5677 ,Bed / bedroom item,1634027622513.jpg
steel bunker bed with warranty ...(6 & 3 ) ,Bed / bedroom item,1634027622851.jpg
steel single bed à¶ºà¶à¶© à¶à¶¯à¶±à· 6 & 3 .... ,Bed / bedroom item,1634027623237.jpg
"3,1,1 sofa set ",Sofa / living room item,1634027623538.jpg
3d wardrobe 6x4ft ,Bed / bedroom item,1634027623885.jpg
2d melamine cupboard ,Bed / bedroom item,1634027624186.jpg
melamine 3d cupboard ,Bed / bedroom item,1634027624387.jpg
mirror with 3d cupboard ,Bed / bedroom item,1634027624569.jpg
ft melamine cupboard ,Bed / bedroom item,1634027624919.jpg
divan bed ,Bed / bedroom item,1634027625219.jpg
sofa set ,Sofa / living room item,1634027625435.jpg
lobby sofa set ,Sofa / living room item,1634027625634.jpg
king size teak bed with wardrobe and sofa ,Other,1634027651437.jpg
nilkamal table ,Table / chair,1634027651791.jpg
dining chair ,Table / chair,1634027652156.jpg
dining chair ,Table / chair,1634027652323.jpg
mdf tv stand ,TV / stereo,1634027652540.jpg
comfy sofa ,Sofa / living room item,1634027652894.jpg
workstations ,Table / chair,1634027653264.jpg
baby cot ,Antique / art,1634027653580.jpg
furniture set ,Other,1634027653743.jpg
tv stand ,TV / stereo,1634027654345.jpg
folding chair ,Table / chair,1634027654799.jpg
dining table 4chair ,Table / chair,1634027655118.jpg
wardrobe ,Storage,1634027655301.jpg
à¶´à·à¶§à· à·à·à¶§à·à¶ºà¶à· ,Sofa / living room item,1634027655770.jpg
portable folding laptop table ,Sofa / living room item,1634027656119.jpg
reading table ,Table / chair,1634027656303.jpg
tv rack ,TV / stereo,1634027656651.jpg
teak sofa ,Sofa / living room item,1634027657122.jpg
office chair ,Table / chair,1634027657391.jpg
sofa cumbed ,Sofa / living room item,1634027657576.jpg
cabinet ,Storage,1634027657908.jpg
steel tv stand ,TV / stereo,1634027658055.jpg
old chair set ,Antique / art,1634027658431.jpg
depo teak heavy 3 door based almary code 8906 ,Bed / bedroom item,1634027658578.jpg
sliding window ,Other,1634027658941.jpg
teak sofa set ,Sofa / living room item,1634027685472.jpg
furniture set ,Other,1634027685721.jpg
depo teak 3 door based almary code 9006 ,Bed / bedroom item,1634027686051.jpg
teak dinning table with chairs--6ftx3ft--tdt2013 ,Table / chair,1634027686421.jpg
fox spring mattress (8inch)--72x78--fsm2028 ,Bed / bedroom item,1634027686753.jpg
fox spring mattress (8inch)---72x72---fsm2023 ,Bed / bedroom item,1634027687106.jpg
two tone leather & fabric sofa--ttl2013 ,Sofa / living room item,1634027687476.jpg
teak dressing table with led--tdt2025 ,Bed / bedroom item,1634027687792.jpg
teak box bed---72x72---tbb2022 ,Bed / bedroom item,1634027688109.jpg
sooriyamara relax chair---src2020 ,Table / chair,1634027688388.jpg
teak varendha chairs---tvc2019 ,Table / chair,1634027688764.jpg
teak varendha chairs---tv2015 ,Table / chair,1634027689413.jpg
old beds ,Bed / bedroom item,1634027689745.jpg
dinning table & chairs--6ftx3ft--dtc2014 ,Table / chair,1634027689930.jpg
teak full wooden top table & chairs--tfw2012 ,Table / chair,1634027690240.jpg
athdemata dinning table & chairs--3x3--ad2010 ,Bed / bedroom item,1634027690484.jpg
melamine 3 door cupboard code 9010 ,Bed / bedroom item,1634027690863.jpg
5ã6 feet teakwood box bed ,Bed / bedroom item,1634027691286.jpg
teak box sofa set with coffee table ,Sofa / living room item,1634027691533.jpg
teak box sofa set with coffee table ,Sofa / living room item,1634027691872.jpg
sofa set ,Sofa / living room item,1634027692173.jpg
4ft lobby sofa with 4inch cushion ,Sofa / living room item,1634027692374.jpg
rattan out door chair brown ,Table / chair,1634027692637.jpg
teak box dressing table ,Bed / bedroom item,1634027692954.jpg
table mate 2 ,Table / chair,1634027693138.jpg
restaurant cofee tables with stools ,Table / chair,1634027724633.jpg
pillow covers ,Bed / bedroom item,1634027724802.jpg
spring mattress double bed 72x48x7 ,Bed / bedroom item,1634027724987.jpg
teak bed & hybrid mattress--5x6--tbh2007 ,Bed / bedroom item,1634027725355.jpg
heavy teak mirror table ,Bed / bedroom item,1634027725720.jpg
heavy teak double door wardrobe ,Storage,1634027726391.jpg
wooden bed ,Bed / bedroom item,1634027726792.jpg
heavy teak dining table ,Sofa / living room item,1634027727140.jpg
heavy teak triple bed with luxury mattress ,Bed / bedroom item,1634027727609.jpg
6x3 ft single bed actonia ,Bed / bedroom item,1634027727979.jpg
steel bed with mattress ,Bed / bedroom item,1634027728145.jpg
teak double door wardrobe almari ,Bed / bedroom item,1634027728581.jpg
depo teak dining table with 6 chairs - dtdc01000 ,Table / chair,1634027728777.jpg
table with chairs ,Table / chair,1634027729145.jpg
teak large melon sofa with stool---tlm2002 ,Sofa / living room item,1634027729330.jpg
teak sofa set ,Sofa / living room item,1634027729662.jpg
dining table ,Table / chair,1634027729963.jpg
folding beds ,Bed / bedroom item,1634027730186.jpg
modern european design wardrobes ,Bed / bedroom item,1634027730349.jpg
mattresses ,Bed / bedroom item,1634027730703.jpg
depo teak dining table with 6 chairs - dtdc02000 ,Table / chair,1634027731051.jpg
teak modern box bed--72x72--te2004 ,Bed / bedroom item,1634027731389.jpg
teak cushioned bed--kingsize--tcb2003 ,Bed / bedroom item,1634027731621.jpg
new teak box bed 6 x5 / 020 ,Bed / bedroom item,1634027732107.jpg
teak box bed---72x72---tbb2001 ,Bed / bedroom item,1634027732539.jpg
new 6x4 teak box bed finishing / 020 ,Bed / bedroom item,1634027764421.jpg
tv stand ,TV / stereo,1634027764884.jpg
steel cupboard ,Bed / bedroom item,1634027765207.jpg
chair ,Table / chair,1634027765528.jpg
modern hq r.r 6x4 ft melamine wardrobes ,Storage,1634027765825.jpg
led tv stand ,TV / stereo,1634027766258.jpg
6x4 ft steel cupboard mirror ,Storage,1634027766543.jpg
king size teak box bed with spring mattress ,Bed / bedroom item,1634027766944.jpg
6x3 6x4 ft hq steel bed ,Bed / bedroom item,1634027767194.jpg
queen size 6x6 72x72 teak box bed with spring mattress ,Bed / bedroom item,1634027767530.jpg
bed t9 ,Bed / bedroom item,1634027767878.jpg
pantry cupboard plastic1 glass ,Storage,1634027768196.jpg
teak sofa set ,Sofa / living room item,1634027768532.jpg
damro sofa ,Sofa / living room item,1634027768980.jpg
teak dressing table ,Bed / bedroom item,1634027769365.jpg
window 17x44 ,Other,1634027769750.jpg
two door cupboard ,Bed / bedroom item,1634027770151.jpg
teak divan ,Sofa / living room item,1634027770320.jpg
"3,2,1 teak rosam sofa ",Sofa / living room item,1634027770884.jpg
teak dining table with 6 chairs ,Sofa / living room item,1634027771085.jpg
teak dining table with 6 chairs ,Sofa / living room item,1634027771270.jpg
"iron cupboard 48''x16""x32"" ",Storage,1634027771473.jpg
sofa set ,Sofa / living room item,1634027771756.jpg
study table ,Table / chair,1634027771941.jpg
study table ,Table / chair,1634027772290.jpg
steel cupboard 6x4 ft ,Bed / bedroom item,1634027799266.jpg
melamine 2 d wardrobes ,Bed / bedroom item,1634027799619.jpg
bed sheet ,Bed / bedroom item,1634027800088.jpg
steel cupboard 6x4 ft ,Bed / bedroom item,1634027800274.jpg
bar chair (kelaniya/negombo) ,Table / chair,1634027800621.jpg
6x3 ft steel cupboard ,Bed / bedroom item,1634027800822.jpg
lobby stool ,Table / chair,1634027801292.jpg
actonia bed 6x3 x 6x4 ft ,Bed / bedroom item,1634027801493.jpg
4x2 ft computer table melamine ,Table / chair,1634027801693.jpg
used office table ,Table / chair,1634027802028.jpg
all types cupboard available 6x3 6x4 6x5 6x6 ,Storage,1634027802379.jpg
modern hq melamine 3d wardrobes with mirror ,Storage,1634027802643.jpg
3d wardrobes melamine ,Bed / bedroom item,1634027803032.jpg
6x3 ft melamine cupboard ,Bed / bedroom item,1634027803457.jpg
double bed and almaira two door ,Storage,1634027803666.jpg
mirror with cupboard 6x3 ft ,Storage,1634027803981.jpg
6 by 72x72 ft spring mattress ,Bed / bedroom item,1634027804403.jpg
springs mattress 7 inches 6 by 72x72x7 ,Bed / bedroom item,1634027804754.jpg
table with chairs ,Table / chair,1634027805260.jpg
modern hq melamine 3d oc cupboard ,Storage,1634027805522.jpg
modern hq teak sofa 7890 ,Sofa / living room item,1634027805924.jpg
lotas teak sofa set ,Sofa / living room item,1634027806510.jpg
6x4 ft steel cupboard ,Storage,1634027806942.jpg
teak cabinet ,Sofa / living room item,1634027807291.jpg
antique cupbord ,Antique / art,1634027807591.jpg
sofa set ,Sofa / living room item,1634027842912.jpg
sofa set ,Sofa / living room item,1634027843097.jpg
coffee table ,Table / chair,1634027843284.jpg
luxury kithul wood coffee table set ,Table / chair,1634027843752.jpg
cupboard ,Storage,1634027844069.jpg
"dmaro king bed with 8"" mattress ",Bed / bedroom item,1634027844269.jpg
antique mirror. ,Antique / art,1634027844623.jpg
furniture set ,Other,1634027844848.jpg
3 piece sofa set ,Sofa / living room item,1634027845240.jpg
sofa set ,Sofa / living room item,1634027845450.jpg
dining table with chairs ,Table / chair,1634027845820.jpg
sofa set 3/2/1 ,Sofa / living room item,1634027846105.jpg
antique cupboard ,Antique / art,1634027846482.jpg
"adjustable folding laptop table, home side study table ",Sofa / living room item,1634027846676.jpg
à¶´à·à¶»à¶«à· à¶­à·à¶à·à¶ à¶¢à¶±à·à¶½à· à¶à¶½à·à·à·à· ,Antique / art,1634027846877.jpg
à¶à¶±à·à¶±à·à¶©à· à¶¸à·à· ,Bed / bedroom item,1634027847046.jpg
table with 3 drawers ,Table / chair,1634027847262.jpg
teak bedroom set ,Bed / bedroom item,1634027847609.jpg
furniture  ,Sofa / living room item,1634027847879.jpg
coffee table ,Table / chair,1634027848296.jpg
wooden storage rack ,Storage,1634027848465.jpg
divon sofa ,Sofa / living room item,1634027848835.jpg
coffee table ,Table / chair,1634027849198.jpg
coffee table ,Table / chair,1634027849382.jpg
teak antique kanapuwa ,Antique / art,1634027849537.jpg
table matt 2 ,Table / chair,1634027875004.jpg
tv stand_047 ,TV / stereo,1634027875438.jpg
à¶¯à·à·à¶» à¶¢à¶±à·à·à¶½ ,Other,1634027875753.jpg
melamine 2d cupboard ,Bed / bedroom item,1634027876157.jpg
3d melamine cupboard oak ,Storage,1634027876574.jpg
brand new oak 2d melamine cupboard ,Bed / bedroom item,1634027876910.jpg
brandnew 2d melamine cupboard 6by2.5 ,Bed / bedroom item,1634027877274.jpg
display cupboard 3d ui78 ,Storage,1634027877675.jpg
melamine 3d display cupboard new design ,Storage,1634027877990.jpg
wooden cupboard ,Bed / bedroom item,1634027878391.jpg
3d display cupboard ,Sofa / living room item,1634027878861.jpg
dark 2d oc cupboard ,Sofa / living room item,1634027879215.jpg
dark black oc cupboard 3d ,Sofa / living room item,1634027879563.jpg
half cupboard melamine ,Bed / bedroom item,1634027879964.jpg
half melamine cupboard ,Bed / bedroom item,1634027880364.jpg
office table 4by2 ,Table / chair,1634027880734.jpg
brandnew cashier tables melamine ,Table / chair,1634027881136.jpg
brandnew high rack study table ,Table / chair,1634027881445.jpg
brandnew melamine study table ,Table / chair,1634027881939.jpg
brandnew office glass cupboard ,Storage,1634027882139.jpg
good quality single door closable wardrob ,Bed / bedroom item,1634027882511.jpg
2d steel cupboard ,Bed / bedroom item,1634027882803.jpg
dark 3 door cupboard ,Storage,1634027883374.jpg
3 door cupboard ,Bed / bedroom item,1634027883727.jpg
2 door display cupboard ,Storage,1634027910857.jpg
2 door oc cupboard ,Sofa / living room item,1634027911231.jpg
large written table / 019 ,Table / chair,1634027911632.jpg
3d display cupboard ,Sofa / living room item,1634027911985.jpg
damro computer table ,Table / chair,1634027912549.jpg
3d melamine oc cupboard ,Sofa / living room item,1634027913019.jpg
cupboard ,Storage,1634027913404.jpg
piyestra cupboard ,Bed / bedroom item,1634027913689.jpg
2d cupboard ,Bed / bedroom item,1634027914032.jpg
mirror frame ,Other,1634027914445.jpg
wooden bed ,Bed / bedroom item,1634027914822.jpg
springs mattress ,Bed / bedroom item,1634027915169.jpg
teak dressing table ,Bed / bedroom item,1634027915799.jpg
bedsheet with pillow covers ,Bed / bedroom item,1634027916172.jpg
single steel bed.à¶ºà¶à¶© à¶à¶¯à¶±à· 6 & 3. ,Bed / bedroom item,1634027916354.jpg
cashier table ,Table / chair,1634027916717.jpg
steel bunker bed à¶­à¶§à·à¶§à· à¶¯à·à¶à· à¶ºà¶à¶© à¶à¶¯à¶±à· . ,Bed / bedroom item,1634027917028.jpg
european designer pantry including granite top ,Storage,1634027917382.jpg
jack wood 7x5 dining table ,Sofa / living room item,1634027917599.jpg
sofa with storage ,Sofa / living room item,1634027918004.jpg
antique teak cupboard set ,Antique / art,1634027918587.jpg
teak cupboard ,Bed / bedroom item,1634027918859.jpg
couch sofa ,Sofa / living room item,1634027919153.jpg
sofa set teak ,Sofa / living room item,1634027919484.jpg
office chairs ,Table / chair,1634027953238.jpg
sofa set ,Sofa / living room item,1634027953608.jpg
actonia bed ,Bed / bedroom item,1634027954002.jpg
meroon colour cupboard ,Bed / bedroom item,1634027954526.jpg
steel cupboard ,Bed / bedroom item,1634027954889.jpg
cupboard 6x4 ft ,Storage,1634027955290.jpg
